imdb_id,budget,revenue,certification,original_language,release_date,popularity,vote_average,vote_count
tt12003034,0.0,0.0,,fa,2021-02-17,0.6,0.0,0.0
tt12003946,20000000.0,73000000.0,R,en,2022-11-30,3419.5,7.74,793.0
tt12004038,0.0,2667030.0,R,en,2022-06-03,188.781,6.492,414.0
tt12007484,0.0,0.0,,ja,2021-07-30,471.912,6.2,11.0
tt12008892,0.0,0.0,,en,2022-11-21,0.626,0.0,0.0
tt12013758,2000000.0,0.0,NR,it,2021-03-25,33.312,6.7,189.0
tt12015102,0.0,0.0,,kn,2022-07-28,5.211,7.1,16.0
tt12015668,0.0,0.0,,ja,2021-08-06,1.95,0.0,0.0
tt12023002,0.0,0.0,,en,2021-06-02,1.015,0.0,0.0
tt12024308,0.0,0.0,,en,2022-09-12,2.581,6.0,1.0
tt12026722,0.0,0.0,,en,2022-09-28,0.6,8.0,1.0
tt12029728,0.0,0.0,,en,2021-04-30,1.218,0.0,0.0
tt12032938,0.0,0.0,,ml,2021-12-10,1.911,6.5,2.0
tt12034384,0.0,0.0,,en,2022-03-15,1.557,4.8,4.0
tt12036270,0.0,0.0,,ru,2021-11-11,34.941,5.8,22.0
tt12036676,0.0,0.0,,en,2022-06-15,0.6,1.0,1.0
tt12036922,0.0,0.0,,en,2022-02-08,1.71,4.0,1.0
tt12042764,0.0,0.0,,en,2022-10-04,0.6,0.0,0.0
tt12048234,0.0,0.0,,en,2022-01-14,14.076,6.188,16.0
tt12048238,0.0,0.0,,en,2021-07-23,0.6,0.0,0.0
tt12054842,0.0,0.0,,en,2022-04-01,1.8,0.0,0.0
tt12055088,0.0,0.0,,en,2022-11-01,2.796,0.0,0.0
tt12056978,0.0,0.0,,ru,2021-08-06,1.788,5.6,5.0
tt12057168,90.0,532054.0,,ru,2021-02-11,325.213,6.7,94.0
tt12058582,0.0,0.0,,en,2021-10-08,3.921,4.6,9.0
tt12058584,0.0,0.0,,de,2021-09-23,3.097,7.7,26.0
tt12059016,0.0,0.0,,en,2021-04-14,6.334,6.5,65.0
tt12059228,0.0,0.0,,fr,2021-05-07,0.6,0.0,0.0
tt12060154,0.0,0.0,,en,2021-07-21,9.561,6.3,151.0
tt12060172,0.0,0.0,,en,2021-08-04,3.248,4.3,11.0
tt12060182,0.0,0.0,,en,2021-05-05,0.793,2.0,1.0
tt12060242,0.0,0.0,,en,2022-09-07,1.946,0.0,0.0
tt12062432,0.0,0.0,,pa,2022-04-08,1.4,0.0,0.0
tt12064142,0.0,0.0,,en,2021-05-07,0.641,0.0,0.0
tt12064810,0.0,0.0,,en,2021-04-02,7.227,6.2,33.0
tt12065036,0.0,0.0,,es,2022-06-11,1.4,2.0,1.0
tt12070418,0.0,0.0,NR,en,2022-10-07,1.331,0.0,0.0
tt12071618,0.0,0.0,,te,2021-03-26,1.407,0.0,0.0
tt12071756,0.0,0.0,,fr,2022-08-24,6.211,5.9,37.0
tt12071786,0.0,0.0,,te,2022-02-04,1.4,0.0,0.0
tt1207641,0.0,0.0,,en,2021-10-19,1.907,0.0,0.0
tt12076762,0.0,0.0,PG,es,2022-09-14,113.61,8.8,170.0
tt12077970,0.0,0.0,,fr,2021-09-01,3.289,6.6,16.0
tt12078024,0.0,0.0,,fr,2021-01-14,5.23,6.6,82.0
tt12078076,0.0,0.0,,kn,2021-10-29,1.301,0.0,0.0
tt12078088,0.0,0.0,,kn,2021-11-19,1.4,10.0,1.0
tt12079822,0.0,0.0,,en,2021-04-03,4.254,6.4,24.0
tt12081774,6574.0,0.0,,ta,2022-09-16,0.6,0.0,0.0
tt12091980,0.0,0.0,,ml,2021-10-29,1.954,6.5,8.0
tt12092584,0.0,0.0,,de,2021-12-24,1.647,0.0,0.0
tt12093604,150000.0,0.0,,en,2021-08-20,2.48,2.0,1.0
tt12093860,0.0,0.0,,ja,2021-04-16,11.19,6.5,33.0
tt12099938,140000.0,0.0,,en,2021-02-27,0.936,0.0,0.0
tt12108622,0.0,0.0,,en,2021-08-06,4.327,5.6,9.0
tt12121582,0.0,0.0,R,en,2023-01-20,12.656,0.0,0.0
tt12126628,250000.0,0.0,PG-13,en,2022-01-15,0.6,0.0,0.0
tt12128038,0.0,0.0,,fr,2022-01-19,0.6,0.0,0.0
tt12132450,0.0,0.0,,de,2021-01-17,1.636,5.0,2.0
tt12132832,0.0,0.0,,pa,2022-07-08,1.96,10.0,1.0
tt12137660,0.0,0.0,,en,2021-06-22,1.062,0.0,0.0
tt12137912,0.0,0.0,,pt,2021-09-09,0.876,0.0,0.0
tt12138298,0.0,0.0,NR,en,2022-02-01,1.616,10.0,1.0
tt12140804,0.0,0.0,,tr,2021-03-05,1.006,4.3,3.0
tt12141112,0.0,0.0,R,en,2022-04-08,24.011,6.842,449.0
tt12142502,0.0,0.0,,ta,2022-10-16,1.816,0.0,0.0
tt12144262,0.0,0.0,,pt,2022-08-25,1.053,10.0,1.0
tt12146654,0.0,0.0,NR,en,2022-04-01,68.029,6.913,52.0
tt12146688,0.0,0.0,,en,2022-06-07,2.189,5.8,5.0
tt12147360,0.0,0.0,,zh,2021-12-24,1.778,0.0,0.0
tt12151820,0.0,0.0,NR,zh,2021-02-12,12.826,6.8,46.0
tt12154638,0.0,0.0,NR,nl,2021-04-02,61.05,6.6,179.0
tt12155064,0.0,0.0,,de,2021-10-07,1.05,0.0,0.0
tt12163074,0.0,0.0,,en,2021-04-30,6.688,4.4,48.0
tt12163662,0.0,0.0,,en,2021-07-04,4.53,7.0,3.0
tt12164416,0.0,0.0,,en,2022-11-11,4.979,6.5,4.0
tt12169664,0.0,0.0,,ku,2021-03-04,0.644,0.0,0.0
tt12176546,0.0,0.0,,en,2021-06-06,4.735,6.2,52.0
tt12176920,0.0,0.0,,en,2021-08-03,2.903,6.5,26.0
tt12181906,0.0,0.0,,tl,2021-11-30,0.6,0.0,0.0
tt12186098,0.0,0.0,,en,2022-03-14,2.425,5.7,9.0
tt12188452,2.0,0.0,,it,2021-10-28,1.279,6.0,1.0
tt12192636,0.0,0.0,,en,2021-04-06,3.384,1.0,1.0
tt12193804,50000000.0,29000000.0,PG-13,en,2022-12-20,46.262,6.7,48.0
tt12194000,0.0,0.0,,en,2022-09-05,5.851,5.6,5.0
tt12215472,0.0,0.0,,en,2022-05-01,0.6,0.0,0.0
tt12216202,0.0,0.0,,en,2022-03-01,1.989,5.0,2.0
tt12216206,16000.0,0.0,,en,2021-09-11,0.6,0.0,0.0
tt12221824,0.0,0.0,,en,2021-05-18,3.437,3.3,2.0
tt12223548,0.0,0.0,,en,2021-11-26,4.249,6.0,5.0
tt12226872,0.0,0.0,NR,en,2021-12-03,7.804,6.1,75.0
tt12229370,0.0,0.0,R,en,2021-11-12,6.331,4.6,14.0
tt12230756,1000.0,0.0,,en,2022-12-16,1.71,7.0,3.0
tt12233874,0.0,0.0,,en,2022-06-06,0.6,5.0,3.0
tt12240332,0.0,0.0,,en,2021-04-01,0.724,0.0,0.0
tt12241936,0.0,0.0,,en,2022-09-01,0.6,0.0,0.0
tt12243560,0.0,0.0,,en,2022-06-13,0.6,6.0,1.0
tt12244822,0.0,0.0,,ar,2022-06-08,1.82,0.0,0.0
tt12246266,0.0,0.0,,ar,2021-06-09,2.482,7.1,12.0
tt12246702,0.0,0.0,,en,2022-06-01,1.982,4.0,1.0
tt12247926,0.0,0.0,,en,2021-08-28,0.6,0.0,0.0
tt12250634,0.0,0.0,,en,2021-10-15,2.237,0.0,0.0
tt12252488,0.0,0.0,,he,2022-12-08,2.367,0.0,0.0
tt12253164,0.0,0.0,,ro,2022-11-04,4.372,7.0,3.0
tt12254200,0.0,0.0,,ro,2021-10-08,0.84,0.0,0.0
tt12254438,0.0,0.0,,af,2021-03-20,0.6,8.0,1.0
tt12256338,50000.0,0.0,,en,2022-02-15,1.4,4.0,1.0
tt12258380,0.0,0.0,,hi,2021-04-16,0.6,0.0,0.0
tt12259888,0.0,0.0,,ur,2022-11-25,1.328,0.0,0.0
tt12262116,55000000.0,0.0,PG-13,en,2022-07-18,46.203,7.981,849.0
tt12262224,0.0,0.0,,en,2021-02-19,1.056,0.0,0.0
tt12262324,0.0,0.0,,en,2021-06-13,1.201,0.0,0.0
tt12264824,0.0,0.0,,en,2022-07-16,3.075,5.75,2.0
tt12264966,35000000.0,0.0,,fr,2022-03-16,26.465,6.679,137.0
tt12265464,74000.0,0.0,,en,2021-05-01,0.6,0.0,0.0
tt12272978,0.0,0.0,R,en,2021-01-12,3.563,6.3,3.0
tt12273762,0.0,0.0,,en,2021-08-16,4.026,4.6,5.0
tt12275196,0.0,0.0,,en,2021-03-05,0.6,0.0,0.0
tt12280196,0.0,0.0,PG-13,en,2022-01-08,2.45,0.0,0.0
tt12280764,125000.0,0.0,,en,2021-04-04,0.6,0.0,0.0
tt12283036,0.0,0.0,NR,en,2022-04-15,6.588,6.19,50.0
tt12292206,0.0,0.0,,en,2022-02-11,3.503,4.9,9.0
tt12292314,0.0,0.0,,zh,2022-01-28,6.537,4.667,15.0
tt12295244,0.0,0.0,,en,2021-10-19,1.539,3.5,3.0
tt12295472,25000.0,0.0,,en,2021-11-06,0.6,0.0,0.0
tt12298140,0.0,0.0,,es,2022-04-21,86.11,7.084,184.0
tt12298324,0.0,0.0,,en,2021-06-01,1.524,6.0,1.0
tt12298506,0.0,0.0,NR,en,2021-05-27,36.974,6.5,78.0
tt12299714,0.0,0.0,,ta,2021-07-30,2.14,6.8,7.0
tt12299824,0.0,0.0,,sv,2021-09-08,41.234,5.4,72.0
tt12302540,0.0,0.0,,en,2021-05-27,7.943,8.2,61.0
tt12304698,0.0,0.0,,ka,2022-12-18,0.743,2.0,1.0
tt12306964,0.0,0.0,,es,2022-10-07,64.954,7.2,19.0
tt12311620,0.0,0.0,PG-13,en,2022-08-25,11.265,6.583,48.0
tt12312102,0.0,0.0,,en,2021-06-27,0.961,0.0,0.0
tt12312466,50000.0,0.0,NR,en,2021-01-01,2.064,0.0,0.0
tt12312912,69000.0,0.0,,hi,2022-05-20,3.399,0.0,0.0
tt12313444,0.0,0.0,,fr,2021-12-08,0.774,5.0,2.0
tt12315944,0.0,0.0,,it,2021-07-27,1.2,8.0,1.0
tt12319206,0.0,0.0,,en,2021-06-16,0.6,0.0,0.0
tt12319512,0.0,0.0,,zh,2021-01-15,1.579,0.0,0.0
tt12319706,0.0,0.0,,en,2021-11-25,6.784,7.0,8.0
tt12322110,0.0,0.0,,pt,2022-02-03,0.6,0.0,0.0
tt12322986,0.0,0.0,,fr,2022-03-09,2.836,6.8,13.0
tt12323490,0.0,0.0,,en,2022-07-26,0.6,0.0,0.0
tt12324092,0.0,0.0,,en,2022-10-04,5.348,4.083,6.0
tt12325324,0.0,0.0,,en,2022-01-18,0.6,0.0,0.0
tt12325668,0.0,0.0,,en,2021-09-10,3.982,5.0,1.0
tt12330184,0.0,0.0,,en,2021-01-30,3.451,5.6,13.0
tt12335692,0.0,0.0,R,en,2021-10-19,694.073,6.3,442.0
tt12338246,0.0,0.0,,en,2022-07-19,1.4,4.5,3.0
tt12344970,0.0,0.0,,kn,2022-02-16,0.907,0.0,0.0
tt12351994,0.0,0.0,,en,2022-02-03,1.784,6.0,1.0
tt12352250,0.0,0.0,,en,2021-04-03,56.31,5.4,32.0
tt12354874,0.0,0.0,,ru,2021-02-04,3.491,6.7,9.0
tt12357762,0.0,0.0,,ar,2023-02-02,2.936,0.0,0.0
tt12358104,0.0,0.0,,es,2021-07-23,299.751,5.4,237.0
tt12358208,0.0,0.0,,es,2022-05-20,10.425,5.6,23.0
tt12359080,0.0,0.0,R,en,2022-05-27,6.092,5.0,11.0
tt12361178,0.0,0.0,,ml,2021-02-19,5.819,7.8,60.0
tt12361974,70000000.0,657000000.0,R,en,2021-03-18,294.556,8.3,7711.0
tt12362248,0.0,0.0,PG-13,en,2021-11-05,4.313,4.0,4.0
tt12364630,0.0,0.0,NR,en,2021-03-02,4.235,7.0,8.0
tt12368812,0.0,0.0,,en,2021-06-17,3.071,7.3,9.0
tt12372438,0.0,0.0,NR,en,2022-12-09,1.081,0.0,0.0
tt12373414,0.0,0.0,NR,en,2022-03-25,3.971,4.0,2.0
tt12374656,0.0,860355.0,R,en,2022-10-14,16.757,7.1,25.0
tt12374774,0.0,0.0,,en,2021-01-07,2.784,2.0,1.0
tt12381206,0.0,0.0,,bn,2021-09-07,1.618,7.3,2.0
tt12383460,0.0,0.0,,en,2021-10-27,93.912,6.1,419.0
tt12383908,0.0,0.0,,en,2022-10-04,0.6,0.0,0.0
tt12385988,0.0,0.0,,ko,2021-03-18,1.321,6.0,3.0
tt12386022,0.0,0.0,,en,2022-02-10,1.233,3.5,1.0
tt12390330,0.0,0.0,,es,2023-01-20,2.89,2.0,1.0
tt12390508,0.0,0.0,,fr,2022-09-10,0.6,0.0,0.0
tt12390572,2620000.0,492000.0,,en,2022-04-06,141.462,6.077,117.0
tt12392896,0.0,0.0,,en,2021-07-11,2.717,0.0,0.0
tt12398294,0.0,0.0,,en,2021-03-16,1.266,0.0,0.0
tt12399056,0.0,0.0,NR,en,2021-04-23,66.909,5.4,34.0
tt12399214,0.0,0.0,,en,2021-05-03,2.947,0.0,0.0
tt12399724,0.0,0.0,,en,2022-10-28,4.073,3.0,1.0
tt12402658,0.0,0.0,,en,2022-11-18,8.754,4.167,6.0
tt12408808,0.0,0.0,,en,2021-06-22,3.097,6.5,3.0
tt12410584,12000.0,0.0,R,en,2022-10-28,2.75,0.0,0.0
tt12412166,0.0,0.0,,es,2022-04-21,17.299,3.3,3.0
tt12412888,110000000.0,401800000.0,PG,en,2022-03-30,371.86,7.611,3548.0
tt12422308,0.0,0.0,NR,te,2022-05-11,4.353,5.786,14.0
tt12423140,0.0,0.0,,en,2021-12-01,0.84,0.0,0.0
tt12427158,0.0,0.0,R,en,2023-03-31,4.037,0.0,0.0
tt12428506,0.0,0.0,,cs,2022-03-31,1.172,0.0,0.0
tt12430040,0.0,0.0,,en,2021-12-10,4.469,2.0,1.0
tt12430264,0.0,0.0,,en,2021-01-01,0.6,0.0,0.0
tt12432558,0.0,0.0,,en,2022-01-31,1.317,0.0,0.0
tt12435010,0.0,0.0,,en,2021-01-29,1.41,0.0,0.0
tt12439248,0.0,0.0,,ja,2021-06-04,4.156,6.7,15.0
tt12440140,0.0,0.0,,ja,2021-02-26,2.688,7.3,16.0
tt12440242,0.0,0.0,,en,2021-07-19,1.252,0.0,0.0
tt12440964,0.0,0.0,,en,2022-05-19,3.3,3.0,4.0
tt12441410,0.0,0.0,,es,2021-03-31,1.006,0.0,0.0
tt12443220,0.0,0.0,,es,2021-12-17,95.666,7.5,124.0
tt12443662,0.0,0.0,,ko,2021-10-06,1.767,7.0,1.0
tt12443756,0.0,0.0,,fr,2021-11-10,1.821,3.7,7.0
tt12443946,1619840.0,11546.0,,pl,2021-03-12,31.442,6.7,29.0
tt12444426,0.0,0.0,,fr,2021-05-17,3.154,4.4,32.0
tt12444454,0.0,0.0,,ar,2021-08-27,1.231,7.9,4.0
tt12444576,0.0,0.0,,he,2021-08-04,0.778,6.8,2.0
tt12444636,0.0,0.0,,fr,2021-06-23,1.96,5.7,13.0
tt12444642,0.0,0.0,,fr,2021-08-11,4.523,6.9,38.0
tt12444934,0.0,0.0,R,en,2022-09-30,78.672,6.22,66.0
tt12445782,0.0,0.0,,en,2022-04-25,0.6,4.0,1.0
tt12446654,0.0,0.0,,hi,2022-12-02,0.6,5.0,1.0
tt12446902,0.0,0.0,,en,2021-03-26,0.685,0.0,0.0
tt12447796,0.0,0.0,R,en,2023-01-27,8.728,5.4,5.0
tt12448082,0.0,0.0,,es,2021-07-29,311.055,4.8,23.0
tt12449586,0.0,0.0,,en,2021-10-05,5.66,4.3,9.0
tt12450164,0.0,0.0,,es,2021-04-08,0.6,0.0,0.0
tt12453124,0.0,0.0,,fi,2022-04-01,11.305,3.5,2.0
tt12463560,0.0,0.0,,it,2021-08-12,3.718,4.9,46.0
tt12466240,0.0,0.0,,en,2021-07-13,2.585,0.0,0.0
tt12472174,500000.0,0.0,,en,2022-12-02,5.572,7.7,3.0
tt12472554,0.0,0.0,,ta,2022-02-10,3.084,6.75,18.0
tt12474816,0.0,0.0,,en,2021-09-24,0.6,10.0,1.0
tt12474932,0.0,0.0,,km,2022-02-16,0.974,3.5,2.0
tt12476270,0.0,0.0,,en,2022-04-21,2.588,4.6,5.0
tt12477480,0.0,16914800.0,NR,ko,2022-06-29,99.276,7.313,380.0
tt12477816,0.0,0.0,,en,2022-09-16,1.293,0.0,0.0
tt12478372,0.0,0.0,,ta,2021-09-03,1.22,0.0,0.0
tt12482874,2500.0,0.0,,en,2022-01-22,0.6,0.0,0.0
tt12483708,0.0,0.0,,en,2021-03-23,7.619,5.1,83.0
tt12484724,0.0,0.0,,hi,2022-05-06,1.929,7.2,3.0
tt12485028,0.0,0.0,,sr,2021-05-25,1.714,7.5,2.0
tt12485780,1300000.0,0.0,,fr,2023-01-25,4.533,2.0,1.0
tt12487320,0.0,0.0,,en,2021-03-30,1.694,1.0,1.0
tt12492264,0.0,0.0,,en,2021-06-01,2.59,5.0,1.0
tt12494638,0.0,0.0,,he,2021-09-15,1.948,6.5,5.0
tt12496552,0.0,0.0,NR,en,2021-07-14,4.442,5.8,5.0
tt12496582,0.0,0.0,,en,2021-03-15,4.994,5.5,12.0
tt12496706,0.0,350413.0,,fr,2021-12-01,6.085,6.4,52.0
tt12499740,0.0,0.0,PG-13,en,2021-11-03,0.6,5.0,1.0
tt12500804,0.0,0.0,,es,2021-06-11,5.415,6.5,38.0
tt12502702,0.0,0.0,,en,2021-12-01,1.815,0.0,0.0
tt12503602,0.0,0.0,,en,2021-11-29,1.86,6.0,21.0
tt12503708,0.0,0.0,,te,2021-03-05,0.664,6.0,1.0
tt12509164,0.0,0.0,,it,2021-09-08,1.422,0.0,0.0
tt12510282,0.0,0.0,,no,2021-08-03,0.6,0.0,0.0
tt12516292,0.0,0.0,,tr,2021-03-13,0.976,5.7,8.0
tt12517806,12000.0,0.0,,en,2021-08-01,0.6,0.0,0.0
tt12518378,0.0,0.0,,ja,2022-02-25,2.447,7.3,3.0
tt12518970,0.0,0.0,,ru,2022-09-08,1.12,0.0,0.0
tt12519030,3896000.0,490000.0,NR,fi,2022-03-04,37.612,6.3,212.0
tt12525600,0.0,0.0,,en,2021-12-07,1.55,6.6,4.0
tt12526902,0.0,0.0,,es,2021-09-17,0.906,8.0,1.0
tt12528166,0.0,95813.0,R,en,2021-07-16,16.221,5.9,168.0
tt12529742,0.0,0.0,,en,2021-01-21,0.84,0.0,0.0
tt12530246,0.0,0.0,R,en,2022-12-02,522.112,8.141,590.0
tt12532368,20000000.0,0.0,PG,en,2022-02-16,62.197,7.468,205.0
tt12532466,0.0,0.0,NR,zh,2021-09-18,0.676,0.0,0.0
tt12533524,0.0,0.0,,en,2021-10-28,0.6,5.0,1.0
tt12536294,18000000.0,14000000.0,,en,2021-11-04,31.541,7.1,870.0
tt12538996,0.0,0.0,,en,2021-11-20,0.6,0.0,0.0
tt12542008,0.0,0.0,,en,2021-08-27,3.334,8.8,2.0
tt12543464,0.0,0.0,,en,2021-11-05,1.4,0.0,0.0
tt12545354,0.0,0.0,,en,2022-05-31,2.744,2.0,1.0
tt12545566,0.0,0.0,PG,en,2022-07-01,8.367,6.129,35.0
tt12546872,0.0,0.0,G,en,2021-04-22,14.768,6.2,96.0
tt12547822,0.0,0.0,,en,2023-01-19,4.973,4.0,1.0
tt12550376,0.0,0.0,,en,2022-05-13,87.067,5.9,190.0
tt12552352,0.0,0.0,,bs,2021-03-05,1.052,6.0,1.0
tt12552912,0.0,0.0,,ru,2021-02-11,1.119,6.2,6.0
tt12553046,0.0,0.0,R,en,2022-10-14,6.321,5.167,6.0
tt12553778,0.0,0.0,,en,2022-07-01,1.005,0.0,0.0
tt12561412,0.0,0.0,,it,2021-04-21,1.159,0.0,0.0
tt12564150,0.0,0.0,,en,2021-03-19,0.84,0.0,0.0
tt12567408,250000.0,0.0,,ml,2021-01-08,0.84,4.8,2.0
tt12572040,0.0,0.0,PG-13,en,2022-03-18,11.08,6.7,10.0
tt12572084,0.0,0.0,R,en,2022-07-03,3.707,4.833,3.0
tt12573454,0.0,0.0,R,en,2023-02-10,38.067,2.0,1.0
tt12574708,0.0,0.0,,en,2022-10-28,3.798,6.1,6.0
tt12578564,0.0,0.0,,tr,2022-03-04,4.865,6.059,17.0
tt12579120,0.0,0.0,,es,2021-09-01,2.2,6.9,4.0
tt12580538,75000.0,0.0,,en,2022-08-20,0.6,0.0,0.0
tt12582160,0.0,0.0,,en,2021-10-31,2.908,2.3,3.0
tt12585076,0.0,0.0,PG-13,en,2022-05-05,16.652,7.339,84.0
tt12585706,0.0,0.0,NR,en,2021-08-23,0.662,0.0,0.0
tt12587536,0.0,0.0,,en,2021-02-26,3.602,6.0,4.0
tt12591668,0.0,0.0,,fr,2021-07-16,2.943,6.3,20.0
tt12592306,0.0,0.0,,fr,2021-08-27,0.6,0.0,0.0
tt12592680,250000.0,0.0,,hi,2021-08-14,1.176,0.0,0.0
tt12593190,0.0,0.0,,en,2021-03-20,1.537,5.0,0.0
tt12593208,0.0,0.0,,ml,2021-03-19,0.6,0.0,0.0
tt12593218,0.0,0.0,,it,2021-09-16,2.792,7.3,27.0
tt12593454,0.0,0.0,,id,2021-11-25,1.016,6.0,1.0
tt12593682,90000000.0,239260000.0,R,en,2022-07-03,380.526,7.515,2980.0
tt12595378,0.0,0.0,,bg,2022-03-18,2.857,6.35,10.0
tt12605348,0.0,0.0,,en,2021-09-07,0.979,0.0,0.0
tt12610794,0.0,0.0,R,en,2022-10-25,416.483,6.707,104.0
tt12611144,0.0,0.0,,en,2021-05-28,0.945,0.0,0.0
tt12616964,0.0,0.0,,es,2023-02-14,10.62,2.0,1.0
tt12618046,0.0,0.0,,zh,2021-06-02,0.6,0.0,0.0
tt12618926,0.0,0.0,R,es,2021-10-08,55.482,6.9,547.0
tt12619898,0.0,0.0,,en,2021-06-19,3.013,0.0,0.0
tt12622516,0.0,0.0,,en,2021-06-14,20.762,4.7,21.0
tt12624504,0.0,0.0,,zh,2021-07-01,1.628,6.3,7.0
tt12624584,0.0,0.0,,en,2021-06-12,10.406,3.5,21.0
tt12625002,0.0,0.0,,en,2021-03-23,1.701,5.8,7.0
tt12625756,0.0,0.0,,ml,2021-02-12,3.832,7.3,12.0
tt12628280,0.0,0.0,,en,2021-08-28,1.4,0.0,0.0
tt12631654,0.0,0.0,,ml,2022-01-07,1.912,6.6,5.0
tt12631660,0.0,0.0,,hi,2021-10-29,2.085,0.0,0.0
tt12636872,0.0,0.0,,en,2021-09-03,5.902,4.2,20.0
tt12637024,0.0,0.0,,en,2021-11-09,2.399,6.7,3.0
tt12637442,0.0,0.0,,es,2021-10-01,1.367,7.0,2.0
tt12637548,0.0,0.0,,te,2021-06-11,1.266,0.0,0.0
tt12642574,0.0,0.0,,ja,2021-06-04,2.628,9.0,1.0
tt12643356,0.0,0.0,,en,2021-11-02,24.003,7.4,26.0
tt12653060,0.0,0.0,,sr,2021-08-26,1.619,8.0,1.0
tt12655436,0.0,2144220.0,R,en,2022-09-02,13.373,5.735,17.0
tt12657454,0.0,0.0,NR,en,2022-01-07,0.667,0.0,0.0
tt12658852,0.0,0.0,,es,2021-11-12,2.616,6.8,5.0
tt12660938,0.0,0.0,,en,2021-01-01,0.964,0.0,0.0
tt12661008,0.0,0.0,R,en,2023-01-20,7.555,0.0,0.0
tt12661314,0.0,0.0,,en,2021-04-22,3.357,6.0,2.0
tt12663250,0.0,0.0,,ko,2022-04-08,66.538,6.418,134.0
tt12663772,0.0,0.0,,ko,2022-03-18,6.793,7.8,31.0
tt12664558,0.0,0.0,,en,2022-09-23,1.464,7.5,2.0
tt12664618,15.0,17.0,,ko,2021-08-11,189.519,7.1,45.0
tt12675670,0.0,0.0,,en,2021-06-15,2.639,0.0,0.0
tt12676006,0.0,0.0,R,en,2022-01-14,68.556,5.806,67.0
tt12676326,2500000.0,0.0,R,en,2021-01-29,26.102,7.1,1094.0
tt12676428,5000.0,0.0,NR,en,2021-06-19,0.731,10.0,1.0
tt12677210,0.0,0.0,,en,2021-10-04,0.6,4.0,1.0
tt12677728,0.0,0.0,,cs,2021-06-24,9.486,5.5,4.0
tt12680102,0.0,0.0,,en,2021-06-08,2.032,2.0,1.0
tt12680684,0.0,0.0,R,it,2021-11-24,42.669,7.6,1180.0
tt12681644,0.0,0.0,,ja,2021-01-22,5.611,5.0,4.0
tt12682872,0.0,0.0,,en,2022-10-25,0.6,0.0,0.0
tt12683198,0.0,0.0,,de,2021-07-01,1.697,5.6,6.0
tt12683756,0.0,0.0,PG-13,es,2022-09-09,117.514,6.356,174.0
tt12684068,0.0,0.0,R,en,2022-06-28,3.166,5.611,10.0
tt12685274,0.0,0.0,,en,2021-08-19,2.288,0.0,0.0
tt12687276,0.0,0.0,,ml,2021-03-25,1.753,5.6,9.0
tt12689248,0.0,0.0,R,en,2022-01-07,63.964,5.8,97.0
tt12691830,0.0,0.0,PG,en,2022-07-29,16.485,6.278,9.0
tt12699572,0.0,0.0,,en,2021-06-18,0.6,0.0,0.0
tt12699576,0.0,0.0,,en,2022-10-01,3.369,2.0,1.0
tt12703292,0.0,0.0,,es,2022-11-30,34.991,6.815,54.0
tt12708382,0.0,0.0,,en,2022-02-04,3.826,5.7,6.0
tt12708658,0.0,1900000.0,R,fr,2021-11-03,16.843,7.1,107.0
tt12712710,0.0,0.0,,en,2021-08-27,2.687,4.0,1.0
tt12715472,0.0,0.0,,fr,2022-04-06,2.256,5.9,9.0
tt12716170,0.0,0.0,,he,2021-09-01,0.84,4.0,1.0
tt12716280,0.0,0.0,,en,2021-11-20,2.642,0.0,0.0
tt12717808,0.0,0.0,,en,2021-08-02,3.245,10.0,1.0
tt12718300,0.0,500000.0,R,en,2022-09-16,41.351,6.1,78.0
tt12719846,0.0,0.0,,hu,2021-09-30,1.4,6.5,2.0
tt12724040,0.0,0.0,,en,2022-06-13,0.6,0.0,0.0
tt12724306,0.0,0.0,,en,2022-07-21,8.291,6.098,67.0
tt12724352,0.0,0.0,,en,2021-10-02,0.635,0.0,0.0
tt12725760,366000.0,0.0,,en,2021-05-21,2.018,6.0,6.0
tt12726428,0.0,0.0,R,nl,2022-11-03,39.224,5.607,13.0
tt12728842,0.0,0.0,,en,2021-03-01,1.28,5.0,3.0
tt12731980,0.0,0.0,NR,en,2021-10-01,10.073,7.3,167.0
tt12734478,0.0,0.0,,en,2021-03-08,1.814,0.0,0.0
tt12735282,0.0,0.0,NR,en,2022-07-14,13.538,6.311,132.0
tt12740648,0.0,0.0,,ja,2021-02-05,9.352,6.6,13.0
tt12740760,0.0,0.0,,hi,2022-11-04,7.999,6.0,6.0
tt12742070,0.0,0.0,,ru,2022-02-17,1.27,7.0,2.0
tt12744120,0.0,0.0,,it,2021-10-14,6.599,7.2,164.0
tt12745024,0.0,0.0,,en,2022-08-03,0.8,0.0,0.0
tt12747222,0.0,0.0,,id,2022-01-13,1.073,6.2,2.0
tt12747444,500.0,0.0,,en,2021-02-09,1.007,7.5,2.0
tt12747570,0.0,0.0,,ta,2022-08-26,1.506,7.0,2.0
tt12748300,0.0,0.0,R,nl,2021-10-01,22.739,5.9,67.0
tt12749460,0.0,0.0,,en,2021-06-18,2.405,6.9,20.0
tt12750828,0.0,0.0,,en,2021-09-09,0.678,0.0,0.0
tt12751534,0.0,0.0,,no,2021-09-10,1.521,7.1,8.0
tt12752246,0.0,0.0,NR,en,2021-11-12,2.427,6.3,23.0
tt12752256,200000.0,0.0,,en,2021-08-24,2.375,4.7,3.0
tt12752430,0.0,0.0,,en,2022-11-07,0.812,5.0,1.0
