Date,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude 
4/5/1916 13:00,france (above; from aircraft),,,cigar,60,about 1 min.,((NUFORC Note:  Possible hoax.  PD))  Saw 3 cigar shaped crafts.,3/9/2004,46.227638,2.213749
