Date,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude 
1/1/1954 22:00,souix city,ia,,circle,30,30 seconds,1954 Radar sighting&#44 Air Force base in Iowa - 50000 - 80000 feet 1&#44200 - 1&#44800 miles per hour.,4/16/2005,42.499994,-96.400307
2/1/1954 02:00,fairbanks,ak,us,unknown,1140,19 min.,RADAR INTERCEPT OF UFO BY USAF PILOT IN ALASKA 1954.,1/10/2009,64.8377778,-147.7163889
2/15/1954 19:30,burney,ca,us,disk,1800,15-30 minute,Observance of one large and two smaller UFOs in a comparitive prolonged period of time.,4/18/2014,40.8825000,-121.6597222
4/1/1954 22:00,stanford campus,ca,,disk,600,10 minutes,Civil Defense plane spotter  reports UFO sighting at Stanford University,7/1/2002,37.427475,-122.169719
5/15/1954 12:00,corvallis (near; small town of alsea),or,us,diamond,120,1-2 mins.,Disc top&#44 or bottom to our view following&#44 west to east&#44 a 4 engine (prop) maybe a Tri Star (three rudders) About 1/2 way across our vi,1/28/1999,44.5647222,-123.2608333
5/26/1954 04:30,quincy (rural),il,us,disk,7,7 seconds,Saucer shaped object with lights and a dome seen near Quincy&#44 Il.,12/12/2009,39.9355556,-91.4097222
6/1/1954 00:00,houston,tx,us,disk,180,2-3 minutes,I fulfilled my duty by passing on an unusual accourance,6/12/2008,29.7630556,-95.3630556
6/1/1954 06:00,ovid,ny,us,disk,600,10 min.,I saw two silver/gray objects of different shapes.,12/5/2001,42.6763889,-76.8233333
6/1/1954 08:00,springfield (rural area near),il,us,cylinder,600,5-10 mins.,This happened many years ago when I was a child.  Object&#44 3&#39 long&#44 crystal type cylinder&#44 pinkish color came in fast from the East and,12/2/2000,39.8016667,-89.6436111
6/1/1954 19:00,toledo,oh,us,disk,60,one minutue,SEE ABOVE,8/5/2001,41.6638889,-83.5552778
6/1/1954 19:00,el cerrito,ca,us,light,300,5 minutes,It was a Sunday evening and must have been in November of Decemberme to Berkeley because it was dark and I needed to be in Berkeley for,8/5/2001,37.9158333,-122.3105556
6/1/1954 20:00,philadelphia,pa,us,disk,2,seconds,They Are Our Brothers,12/2/2000,39.9522222,-75.1641667
6/1/1954 20:00,norfolk/nob,va,,disk,15,10 -15 seconds,bright white like full moon&#44s slightly tilted crossed over our ship from west to east not at high rate of speed  clear night  none of t,11/23/1999,38.393797,-78.129907
6/1/1954 23:00,fish canyon,ca,,light,60,1 minute,Helix flight pattern at zenith,6/2/1998,34.157229,-117.923952
6/1/1954 23:59,ramey air force base (puerto rico),pr,,circle,600,10 minutes,Coming out of mess hall&#44 I saw A circular&#44 sharp edged&#44 without other features object over the ocean&#44 in line with the runway at a SAC,2/16/2000,38.738308,-93.573028
6/10/1954 20:00,estes park,co,us,cigar,300,3-5 minutes,1953  Estes Park&#44 Colorado  cigar shaped craft floating above pine trees on a ranch,7/5/2008,40.3772222,-105.5211111
6/11/1954 02:00,glenburn,me,,unknown,2,2- seconds,A FLASH OF METALIC LIGHT REFLECTING OF A OBJECT MOVING AT MY GUESS AT 3-4 000MPH,1/17/2004,44.916862,-68.845746
6/15/1954 11:45,claymont,de,us,disk,10,10 secs,It was just before noon on a warm sunny  June day&#44 I was 16 yrs old. Riding in the car with my brother-inlaw driving&#44 my sister riding,11/8/2003,39.8005556,-75.46
6/15/1954 16:30,ellington afb,tx,,disk,720,12 min.,Radar site-200mi range @Ellington AFB-Radar op observed an unidentified object  coming in from NW at a high rate of speed-Abt 8 of us w,2/14/2006,29.6007,-95.176952
6/23/1954 02:00,lorton,va,us,other,120,minutes,My Mother heard what she believed was a UFO.,11/8/2003,38.7041667,-77.2280556
6/23/1954 23:00,langley air force base,va,,circle,1800,30 minutes,Object appearing larger than a full moon hovering over hangers moved at varying speeds and made 90 and 180-degree turns.,3/16/2000,37.083507,-76.359224
6/25/1954 03:30,thrifty,tx,us,circle,45,45 seconds,6-25-1954&#44 Red circle of light in Thrifty&#44 Texas.  USA.,3/21/2014,31.8108333,-99.1316667
6/30/1954 12:00,hawthorne,ca,us,light,120,several minutes,Stationary light for several minutes (far away)&#44 takiing off suddenly at great speed.,10/30/2006,33.9163889,-118.3516667
6/30/1954 15:00,pasadena,ca,us,circle,300,5 minutes,An incandescent white circular object passed over Pasadena&#44 CA and ejected a smaller version of itself.,4/14/2009,34.1477778,-118.1436111
6/30/1954 23:00,uk/england,,,fireball,120,several minutes,B-17 Pilot Report:  Fiery orb tracks USAF bomber on night mission; returns 30 minutes later&#44 dumbfounding pilots.,2/7/2014,52.355518,-1.17432
