Date,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude 
1/1/1956 05:30,weirton,wv,us,disk,10,10 seconds,My Uncle Sam was driving to work very early one winter morning.  He lived down the street from my house.  As he approached my home in h,1/7/2000,40.4188889,-80.5897222
3/1/1956 13:00,petaluma,ca,us,oval,1800,30 minutes,Objects were several thousand feet in altitude and bounced around the sky basically overhead.  I was 17 years old at the time.  The Pet,1/28/1999,38.2325000,-122.6355556
3/20/1956 20:00,bowie,md,us,disk,900,15 min.,Unusual object seen from different viewpoints.,5/13/2003,39.0066667,-76.7794444
3/22/1956 17:30,hampton,mn,us,sphere,120,minutes,Commuting home from work during an ice storm I encountered a UFO.,5/10/2004,44.6102778,-93.0019444
5/1/1956 12:00,canton,oh,us,cigar,120,2 minutes,At first the silver disc was stationary. As it moved across the sky&#44 it moved so rapidly&#44 it could not have been man made.,9/15/2005,40.7988889,-81.3786111
5/15/1956 20:00,pine castle afb,fl,,light,2700,45 min,A large white light travelling slow and then at a great speed from low to great height in seconds no sound,4/16/2005,28.189909,-80.600547
5/17/1956 10:22,ada,ok,us,circle,20,20 sec,This was a result of a prayer or telepathic request.  Seti is a load of crap.,3/31/2008,34.7744444,-96.6780556
6/1/1956 19:00,belton,mo,us,other,600,10min.,THE EVENT WAS A PERSONAL CONTACT WITH AN ALIEN. SINCE I WAS ABOUT 6 YEARS OLD AND IT HAS BEEN A LONG TIME FORGIVE ME ANY DESCREPANCIES,1/28/1999,38.8119444,-94.5316667
6/1/1956 20:00,memphis,tn,us,cylinder,900,10-15 min.?,Object was glowing dull orange bent cylinder. Hovered noiselessly over RR tracks for a time&#44 then took off straight up.,1/28/1999,35.1494444,-90.0488889
6/5/1956 23:59,elmore,al,us,sphere,3600,1 hour,Me and my cousins where playing near morter creek&#44 near elmore &#44out in woods.A disk shaped sphere came out of sky and  it was hover,10/7/2003,32.5386111,-86.315
6/6/1956 12:00,upper glade,wv,,egg,300,5 minutes,Close up sighting in rural West Virginia around 1956/7,12/12/2011,38.334859,-80.776528
6/6/1956 22:00,akron,oh,us,other,30,30 seconds + -,Akron Ohio&#44 1956&#44 Bright object similar to flying wing. 10 pm. See full description.,6/9/2009,41.0813889,-81.5191667
6/15/1956 12:15,san francisco,ca,us,other,180,2-3 min,I saw a football shaped&#44 silver metalic object&#44very high&#44going very fast.,4/15/2000,37.7750000,-122.4183333
6/15/1956 18:00,palo alto,ca,us,fireball,600,5 to 10 minutes,Fireball landing&#44 and when inspection attempted&#44 retreating.,4/18/2012,37.4419444,-122.1419444
6/15/1956 18:00,richfield springs,ny,us,cigar,120,2 min. aprox.,SIX CIGAR SHAPED UFO&#39S OVER UPSTATE NEW YORK LAKE IN 1956/57.,10/15/2003,42.8533333,-74.9858333
6/15/1956 19:15,vista,ca,us,cigar,1200,15-20 minutes,bright orange cigar shaped craft&#44 at least 3 miles long&#44 1/2 mile wide.,7/16/2003,33.2000000,-117.2416667
6/15/1956 20:00,tulsa,ok,us,flash,300,3 to 5 mins.,Mysterous Flash seen over Tulsa and as far as Dallas and Kansas City&#33,7/26/2002,36.1538889,-95.9925
