Date,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude 
1/1/1953 14:00,oklahoma/texas border,tx,,cigar,300,5 minutes,Copper cigar-shaped object in early 1950&#39s.,3/31/2008,33.660135,-97.715556
1/1/1953 23:59,nebraska (rural),ne,,,600,10 min,This is an account told to me by my mother that happened in the early 50&#39s. I was 4-5 years old and don&#39t remember. She said we were tr,4/16/2005,41.492537,-99.901813
4/1/1953 15:00,haverhill,ma,us,chevron,2,seconds,Historical account&#44 Haverhill MA,9/2/2005,42.7761111,-71.0777778
4/1/1953 18:00,cambridge,ma,us,sphere,180,3 minutes,Two red-orange lights skirted Boston rooftops in opposite directions&#44 then went over my dormitory in tandem.,7/14/2013,42.3750000,-71.1061111
4/10/1953 13:00,chariton,ia,us,other,600,10 min,&quot; Flying Wing Before It&#39s Time &quot;,6/4/2004,41.0138889,-93.3063889
4/15/1953 12:00,los angeles,ca,us,fireball,5,5 seconds,Green fireball traveling north at a low altitude over Los Angeles,12/14/2004,34.0522222,-118.2427778
4/15/1953 16:00,midwest city,ok,us,fireball,900,15 min,Ball of yellow light with dancing spikes of light&#44 around the circumference-one of the spikes reached out to  me.,4/27/2004,35.4494444,-97.3963889
4/30/1953 16:00,jamison,pa,us,cigar,120,several minutes,In the spring of 1953 my mother &amp; I saw an IMMENSE silent grey metallic cigar shaped object moving from Doylestown toward Jamison.,12/23/2002,40.2547222,-75.0897222
5/15/1953 16:00,toronto (canada),on,ca,disk,30,20-30 sec,3 discs in formation flipping into clouds and descending  out of them.,12/19/2003,43.666667,-79.416667
6/1/1953 21:00,fresno,ca,us,,300,5 minutes,i  seem to  be the only one of  my  siblings  to  recall this event.i  do not  understand  why  this  is. 500 Lights On Object0: Ye,3/31/2008,36.7477778,-119.7713889
6/11/1953 11:00,vancouver (canada),bc,ca,disk,30,30 seconds,Six year old witness was sitting on front lawn enjoying sun. Opened eyes and turned head to see med grey disklike object hovering over,12/2/2000,49.25,-123.133333
6/15/1953 12:00,wenatchee,wa,us,disk,45,45 seconds,round&#44 silver-colored&#44 shiny&#44 saucer-shaped object flew at a high rate of speed horizon to horizon - taking about 45 seconds,1/17/2004,47.4236111,-120.3091667
6/15/1953 18:00,north bend,wa,us,circle,120,2 minutes,My cousin and I who were children at the time&#44 watched a round&#44 smooth&#44 silent object which had a pinkish glow&#44 come across his field f,9/26/1998,47.4958333,-121.7855556
6/15/1953 23:59,roswell,nm,us,,14400,4 hours,My oldest sister was born at Walker AFB (Roswell) NM in 1952&#44 I was born there as well in 1954.  My Dad&#44 now deceased&#44 was an Air Force,2/18/2001,33.3941667,-104.5225
6/17/1953 07:30,galveston,tx,us,cigar,180,3 minutes,It had been my habit before I opened my place of business each morning to do my early morning fishing. This one particular morning I ha,8/5/2001,29.3011111,-94.7975
6/30/1953 00:00,cleveland,oh,us,fireball,35,35sec,The object came from the north from Canada meteor shaped fire ball with crackling sounds and a little tail and sparks glowing red and o,2/14/2010,41.4994444,-81.6955556
6/30/1953 15:00,kelso (cowlitz co. hills),wa,us,oval,300,5 min.,Three UFO&#39s witnessed by local people in the northwest U.S. in the early 1950s still unexplained.,8/7/2007,46.1469444,-122.9072222
7/1/1953 05:30,colorado springs (mtsn nw of),co,us,disk,10,10 seconds,Absolutely huge UFO hovered 40 feet above house in total silence before instantly disappearing without a trace.,7/25/2004,38.8338889,-104.8208333
7/4/1953 14:00,unknown,mt,,disk,600,10 minutes,Video of Blue Angles airshow from 1953 shows two shiny saucers orbiting a common point.,7/23/2003,44.762609,-109.028474
7/4/1953 21:00,ogallala,ne,us,other,2700,30-45 minutes,Bright white light with no sound&#44 hovering&#44 very fast when leaving at Lake McConaughy,12/12/2009,41.1280556,-101.7191667
7/13/1953 21:00,washington&#44 d.c.,dc,,light,300,3-5 min.,Four of us saw a ball of light come out of the sky&#44 circle a plane then shoot off out of sight.,3/11/2006,38.907231,-77.036464
7/15/1953 13:00,nashville,tn,us,cylinder,300,4 to 5 minutes,cylindrical object &quot;examining&quot; trees,9/2/2005,36.1658333,-86.7844444
7/17/1953 22:00,dublin,in,us,cone,1800,30 minutes,My brothers farmed after dark&#44 they told my mother&#44 my mother started yelling for the kids to run out to see it.  It was located in our,7/4/2012,39.8122222,-85.2088889
8/1/1953 12:00,berkeley,mo,us,fireball,300,5 minutes,Early 50&#39s sighting in Berkeley&#44 Missouri,1/22/2004,38.7544444,-90.3311111
8/7/1953 21:00,vallejo,ca,us,light,3600.0,60 min,At first we thought they were shooting stars,4/1/2001,38.1041667,-122.2555556
8/15/1953 11:00,louisville,ky,us,circle,10.0,6 to 10 sec,I heard Them&#33,4/16/2005,38.2541667,-85.7594444
8/15/1953 21:00,bowleys quarters,md,us,sphere,240.0,3-4 min,The speed of these speres were unbelievable they held formation stationary then bursted one by one into space,2/22/2005,39.3352778,-76.3905556
10/15/1953 14:00,mauriceville,tx,us,disk,300,5 min.,My father was a WWW1 Vet. and loved hunting. The year was round 1953.We lived in a town of 300 people in southeast tex. Dad would take,11/4/2002,30.2033333,-93.8661111
10/31/1953 19:00,new orleans,la,us,oval,2,seconds,20+ ovals flying over New Orleans,9/2/2005,29.9544444,-90.075
11/13/1953 20:00,cicero,il,us,other,120,2 minutes,Triangular formation passing over head just west of Chicago&#44 Illinois.,1/21/2008,41.8455556,-87.7538889
11/15/1953 03:00,keansburg,nj,us,circle,540,9 minutes,In November&#44 1953&#44 at 0300&#44 a silvery sphere moves slowly overhead&#44 changes direction&#44 and disappears over the horizon.,8/12/2001,40.4416667,-74.1302778
11/21/1953 22:30,pendleton (2-2 1/2 mi. se of),in,us,disk,180,2 1/2- 3 min.,On a moonless&#44 star-lit night&#44  greenish-orange light moves rapidly and silently  about the dark sky while being pursued by a jet.,11/8/2003,39.9975000,-85.7466667
11/25/1953 04:25,lackland air force base near aviation cadet barracks,tx,,disk,180,3 minutes,When I was in preflight for pilot training at Lackland AFB just before Xmas we were standing in formation for reveille we all saw a sau,12/2/2000,31.968599,-99.901813
