Date,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude 
4/5/1968 23:00,westland,mi,us,disk,180,2-3 min,1968 Westland MI&#44 and 1982 US. NAVY sighting&#39s,12/3/2004,42.3241667,-83.4002778
4/7/1968 10:00,columbia station  (rt. 252),oh,us,sphere,600,10 minutes,Was stocking a small fish pound&#44 and seen reflection of three SPHERES in triangle form 50&#39foot up. They glittered like a disco ball wit,4/2/1999,41.3130556,-81.9469444
4/8/1968 18:45,walla walla,wa,us,triangle,1200,@ 20 minutes,The object moved up&#44 down&#44 hovered&#44 then left with extreme speed on a huge trajectory up into space.  We followed it on a surveyor&#39s tr,11/1/1998,46.0647222,-118.3419444
4/10/1968 17:00,munich (oberschliessheim army airfield) (germany),,de,disk,600,10 minutes,I was in the military at the time part of withdrawal of the troops from Germany the date of the day might be wrong but it was on the we,2/22/2005,48.1500,11.5833
4/12/1968 21:00,scottsville,ky,us,disk,600,5-10 minutes,Disk With Lights Hovering Over My Grandparents House,8/5/2001,36.7533333,-86.1905556
4/15/1968 02:00,overton,ne,us,oval,180,3 min,blue object near offramp on I 80...electro-effects to car,9/2/2005,40.7386111,-99.5372222
4/15/1968 18:30,las vegas,nv,us,sphere,30,30 seconds,I was sighting in my new telescope I was on Eastern av in LV I turned my telescope in the direction of NNEtoward Nellis AFB it was alm,7/25/2004,36.1750000,-115.1363889
4/15/1968 23:30,silver city (near),ia,us,circle,60,60 seconds,Large white light  near Silver City&#44 Iowa.,2/1/2007,41.1133333,-95.6369444
5/1/1968 13:00,redfield,ia,us,cone,30,30 deconds,It was a nice day in may&#44  it stayed directly above the railroad track. I just stood there watching the whole thing.,3/8/2007,41.5894444,-94.1958333
5/1/1968 14:00,franconia notch (near),nh,,circle,3600,~1 hour,Landing site?,12/2/2013,44.152565,-71.679528
5/12/1968 09:00,valparaiso,in,us,unknown,109800,3 1/2 hours,1968&#44 Grey Squares in Sky&#44 I&#39ll take you with me cuz you&#39re my friend&#44 9 o&#39clock past bozo circus noon&#44 scary man&#44 doll burning,3/2/2004,41.4730556,-87.0611111
5/12/1968 09:00,valparaiso,in,us,unknown,109800,3 1/2 hours,68 Grey Squares in Sky&#44 I&#39ll take you with me cuz you&#39re my friend&#44 9 o&#39clock past bozo circus noon&#44 scary man&#44 doll burning,3/2/2004,41.4730556,-87.0611111
5/12/1968 21:00,omaha,ne,us,disk,1200,15-20 minutes,Disk-shaped UFO with dome under perfectly clear conditions at less than 100 feet altitude&#44 motionless.,9/2/2005,41.2586111,-95.9375
5/15/1968 18:00,st. louis,mo,us,oval,300,5min,1968 sighting south st louis county &#44 other people witness .5 min  new 255 and lemay ferry rd,2/14/2008,38.6272222,-90.1977778
5/15/1968 19:50,stevens point,wi,us,sphere,600,10 minutes,Stationary&#44 metallic sphere with dark central spot seen high in northern sky,2/18/2001,44.5236111,-89.5744444
5/15/1968 20:30,jones,mi,us,oval,1200,20 minutes,A black disc/oval shaped object was seen going directly up.,6/2/2013,41.9025000,-85.7994444
5/15/1968 21:00,provo,ut,us,sphere,300,5 minutes,fiery yellow-white orb hovered just above the ground in back yard of home just west of I-15 in Provo&#44 Utah,3/6/2001,40.2338889,-111.6577778
5/15/1968 23:00,mediterranean sea,,,fireball,600,10 minuetes,May 1968 Mediterrainian sea bright lights appeared over the sea performed a number of manuevers and then disappeared.,3/19/2009,34.553128,18.048011
5/20/1968 19:00,towaco,nj,us,circle,2400,40 minutes,I&#44 and my wife at the time&#44 saw what appeared to be the center star in a star cluster I believed was big bear move in a half circle and,3/9/2004,40.9219444,-74.3458333
5/25/1968 20:00,morehead,ky,us,light,300,5 min,Silent and fast&#44 the 6 lights in the mountian skies were not normal to any of the 13 witnesses that night in Morehead&#44 KY.,5/24/2005,38.1838889,-83.4327778
5/25/1968 21:30,delta,co,us,sphere,45,45 seconds,Slow moving large red spherical object moving in a upward direction over the town. The object then split into two seperate objects and,3/19/2002,38.7422222,-108.0683333
6/1/1968 00:00,brisbane (australia),,au,triangle,300,5 minutes,The UFO was black&#44 with red lights and strange markings on it.,12/12/2009,-27.47101,153.024292
6/1/1968 00:00,binghamton,ny,us,disk,2700,half an hour+,UFO saucer seen Binghamton&#44 NY&#44 1968-69,3/4/2008,42.0986111,-75.9183333
6/1/1968 02:00,dayton,oh,us,oval,60,1 minute,I was 8. I was sleeping in a room with my two brothers.  I woke up. I don&#39t know why&#44 I went to the window and saw a small ufo three fe,11/20/2002,39.7588889,-84.1916667
6/1/1968 04:30,chicago,il,us,oval,240,4 minutes,What we saw had no wings&#44 tail or struts.  It&#8217;s fuselage was elliptical in shape with a blunted nose and tail.,4/16/2005,41.8500000,-87.65
6/1/1968 05:00,darmstadt (germany),,de,fireball,21600,6 hours,UFO seen with contact and near abduction,5/24/2005,49.870556,8.649444
6/1/1968 13:00,las vegas,nv,us,light,600,approximately 10 minutes,A vivid orb of light in a completely clear blue&#44 mid-day 1960s Las Vegas sky moved irratically within a small radius above our house.,1/22/2004,36.1750000,-115.1363889
6/1/1968 16:00,camden,ar,us,circle,7200,2 hours,Orange ball observed by dozens,8/24/2004,33.5844444,-92.8341667
6/1/1968 17:00,corry,pa,us,fireball,900,15 minutes,Observed pink/orange glowing ball &quot;bouncing&quot; along railroad tracks for length of @ 2 city blocks&#44 then shoot straight up and disappear,4/26/1999,41.9202778,-79.6405556
6/1/1968 18:00,billings,mt,us,circle,120,1-2 minutes,Round object with colored lights disappears instantly,6/12/2007,45.7833333,-108.5
6/1/1968 19:00,fairfield,ca,us,cigar,120,minutes,There real and this is the proof,6/12/2008,38.2494444,-122.0388889
6/1/1968 19:00,gadsden,al,us,other,60,1 minute,It was like nothing I had ever seen before.,7/29/2000,34.0141667,-86.0066667
6/1/1968 21:00,columbia,sc,us,triangle,10,10 seconds,When I was 10&#44 both me and my brother saw a triangular-shaped UFO floating in front of our house.,6/6/2000,34.0005556,-81.035
6/1/1968 21:00,monmouth junction,nj,us,light,1209600,2 weeks,Object orbiting Jupiter,8/21/2011,40.3788889,-74.5469444
6/1/1968 21:00,winnie (near),tx,us,fireball,120,2 minutes,was returning to Houston from Port Arthur...near Winnie....clear night....cloudless sky....emerged from car....studied sky....a,2/12/2004,29.8200000,-94.3838889
6/1/1968 21:00,zanesville,oh,us,disk,300,5 minutes,A LARGE UFO SITTING UP ABOVE MY TREE IN MY YARD,5/13/2012,39.9402778,-82.0133333
6/1/1968 22:00,renton,wa,us,changing,600,5-10 min,A huge orange ball over Lake Hills in Renton WA&#44 that turned into a triangle over Boeing field and disappeared.,6/12/2008,47.4830556,-122.2158333
6/1/1968 22:00,mississippi (rural; hitchhiking),ms,,circle,32400,9 hours,Myself and a friend are missing time after seeing a UFO,8/12/2008,32.354668,-89.398528
6/1/1968 23:20,minot,nd,us,cigar,120,2min,in 1968 while standing at gi corner a cigar shaped ship moved above me moving at a speed as that of a zepplin. it had colored lights al,4/27/2007,48.2325000,-101.2958333
6/1/1968 23:59,danang (viet nam),,,circle,240,2-4 min.,Clear Star lit sky.Don&#39t remember date&#44 but was not close to rain season. North east sky why on duty at airbase was watching red tracer,10/30/2006,16.054407,108.202167
6/1/1968 23:59,sanford,fl,us,fireball,240,3-4 minutes,Large glowing phenomena emitting many colors,10/12/2001,28.8002778,-81.2733333
6/1/1968 23:59,clovis,ca,us,cigar,60,1 minute,Spring 1968: 20+ cigar shaped flying objects over Air Force Base in Fresno&#44 California heading north.,4/18/2012,36.8252778,-119.7019444
6/3/1968 11:45,rocky mountains (east side of ),ca,,other,1500,20 - 25 minutes,Observation in broad daylight&#44 a tetrahedral craft and trailing sphere east-bound and just south of Interstate 80.,10/8/2007,46.776132,-112.566272
6/3/1968 11:45,rocky mountains (east face of),ca,,other,1500,20 - 25 minutes,Interstate 80 Flying Open Frame Craft&#44 Flying East Bound 100 Feet above Desert Floor.,10/8/2007,46.776132,-112.566272
6/6/1968 11:00,lake havasu city,az,us,cigar,15,15 sec,Lake Havasu - 1968 - silent cigar shaped chrome object hanging right in front of me&#44 disappeared in an instant,10/17/2003,34.4838889,-114.3216667
6/6/1968 20:00,duluth,mn,us,disk,120,2 minutes,a ship hoovered over this police car,12/12/2009,46.7833333,-92.1063889
6/6/1968 21:00,nas fallon,nv,,disk,300,five minutes,Sighting of UFO on military base.,11/8/2003,39.402819,-118.725481
6/6/1968 22:00,minot,nd,us,disk,1800,30mins,Minot 1968 missle arming,6/18/2004,48.2325000,-101.2958333
6/6/1968 23:00,state college,pa,us,oval,2,~2 seconds,Bright&#44 oval object twice size of home low to ground.,4/12/2013,40.7933333,-77.8602778
6/10/1968 11:00,downers grove,il,us,disk,300,< 5 minutes,11:00 am&#44 clear sky&#44 three of us saw a disk-shaped aircraft fly by&#44 about as high up as an airplane would be.,1/10/2009,41.8088889,-88.0111111
6/10/1968 20:30,woodland hills,ca,us,disk,300,5 minutes,Saucer with dome &amp; windows hovering erratically over residential area. Lit by full moon&#44 totally silent&#44 vanished without trace,8/11/2004,34.1683333,-118.605
6/12/1968 02:30,st. paul,mn,us,circle,120,2 minutes,Witnessed a silver and round with 2 back high fins UFO when I was 12,10/31/2003,44.9444444,-93.0930556
6/12/1968 12:30,shrewsbury,ma,us,rectangle,120,2min,((HOAX??))  CRAFT WAS SQUARE LIKE A WINNABAGO BLACK NO NOISE DIDNT MOVE FOR OVER 2MIN WAS CLOSE LESS THAN QUARTER OF A MILE,8/7/2007,42.2958333,-71.7133333
6/15/1968 01:00,utapao rtafb (thailand),,,formation,1200,20 minutes,Multiple lights in formation appearing on a horizontal line in the NNW sky,4/16/2005,12.680084,101.006255
6/15/1968 02:00,panama city,fl,us,light,900,2:00-0215,A large circular bright light appeared abruptly and stationary&#44for 10 to 20 minutes in front of the USS Vigor(MSO-473) at two in the mo,6/3/2010,30.1586111,-85.6602778
6/15/1968 03:00,greensboro (while driving on the turnpike in wv),nc,us,triangle,120,2 minutes,Electric blue&#44 long tail kite  floating over W. Va. Turnpike seen over Greensboro NC at almost same hour,11/28/2007,36.0725000,-79.7922222
6/15/1968 15:00,canoga park,ca,us,cylinder,600,10 min,Observed a very long&#44 shiny object over the San Fernando Valley in or around 1968.,5/27/2003,34.2011111,-118.5972222
6/15/1968 15:00,akron,oh,us,disk,180,3 minutes,Disk in the City,2/18/2001,41.0813889,-81.5191667
6/15/1968 17:00,pasadena,tx,us,cigar,120,2 min,Cigar shaped UFO with it&#39s tailend on fire,2/22/2002,29.6908333,-95.2088889
6/15/1968 17:00,oak cliff,tx,us,disk,2700,45 minutes +,Hovering disk with oval portholes in daylight hrs for a long time,1/5/2011,32.7391667,-96.8108333
6/15/1968 17:00,oak cliff,tx,us,disk,1200,20 minutes,Disk with lighted windows hovers near apartment complex as we stood in parking lot and watched.,12/2/2013,32.7391667,-96.8108333
6/15/1968 17:00,bishop,ca,us,disk,1800,30 min.?,Bright light several thousand feet over the Owens Valley near Bishop&#44 California.  Attacked by airplanes and left at high speed,4/1/2000,37.3636111,-118.3941667
6/15/1968 17:00,baytown,tx,us,cigar,7200,2 +hours,In support of sightings 7/15/66 &amp; 6/15/68 in Galveston &amp; Pasadena Texas,2/14/2006,29.7352778,-94.9772222
6/15/1968 17:00,louisville,ky,us,unknown,1200,20 minutes,Unknown light/object moving perpendicular/horizontal in seconds and disappearing then reappearing,5/15/2006,38.2541667,-85.7594444
6/15/1968 20:00,pittsburgh,pa,us,light,1800,30 minutes,Bright object observed hovering over a radar site by pilots&#44 Air Force officers and tower personnel.,9/2/2005,40.4405556,-79.9961111
6/15/1968 20:00,allentown,pa,us,sphere,300,5 minutes,Craft and Crew sighted,7/5/2008,40.6083333,-75.4905556
6/15/1968 20:30,wytheville,va,us,disk,600,10 min,the domed saucer had lights around the dome&#44 and hovered close to the ground-with a loud humming noise.,6/12/2008,36.9483333,-81.085
6/15/1968 21:00,brevard,nc,us,circle,300,5 minutes,4 people saw this same orange&#44glowing&#44silent&#44energy mass fly right by us......,7/1/2002,35.2333333,-82.7344444
6/15/1968 22:00,mariposa,ca,us,unknown,600,10 min.,Red lights shined into the back of the car.. just like the police have.,3/16/2012,37.4850000,-119.9652778
6/15/1968 22:00,mojave desert,ca,,light,2,few seconds,It was a summer night. I had gone camping with my dog to a mountain elevation (Placerita Canyon)north of LA. The stars were very bright,5/11/2005,35.93181,-116.227858
6/15/1968 22:30,garden valley,ca,us,disk,15,15 seconds,06-1968  Late evening&#44 forested  foothill road&#44 saucer  100 ft above car  3 witnesses&#44  no recall for 8 years.,2/21/2014,38.8541667,-120.8583333
6/20/1968 07:00,salt lake city,ut,us,light,3,3 secs,Utah U F O,3/11/2006,40.7608333,-111.8902778
6/20/1968 15:00,fairfield,ia,us,other,300,5 minutes,Huge object 100&#39-150&#39appearing like a chrome coated deflated balloon moved slowly over Fairfield&#44 Iowa,8/5/2001,41.0086111,-91.9625
6/20/1968 19:00,york,pa,us,egg,10,5-10 seconds,Egg shaped object lit-up like the moon.,5/15/2006,39.9625000,-76.7280556
6/20/1968 22:00,badlands,sd,,unknown,90,1 min 30 sec,On clear night two objects make large circle in the sky and disappear at very high speed.,1/17/2004,43.85538,-102.339691
6/21/1968 20:30,upper lisle,ny,us,triangle,120,1-2 minutes,Silent slow moving huge dark grey triangular craft with 3 lights in each corner.,1/10/2014,42.3961111,-75.9575
6/25/1968 11:00,honolulu,hi,us,circle,480,8 minutes,it was a night that was extremly dark&#44 my friend mark and I were playing army&#44 and I rolled under neith a parked car&#44 and rolled back o,4/16/2005,21.3069444,-157.8583333
6/26/1968 13:00,wyoming,mn,us,disk,60,1min,I sent this in the other day tothe national reporting site as well....My brothers and I and other friends have saw ufo&#39s in the area ov,9/4/2003,45.3363889,-92.9969444
6/28/1968 21:00,cottonwood,az,us,circle,2700,45 mn.,It was dusk and still very warm&#44 so my family and I went out on our porch to cool off. The porch faced west toward Mingus Mountain&#44 we,1/28/1999,34.7391667,-112.0091667
6/29/1968 01:00,thurmont,md,us,disk,3600,1 hour,I&#39ve been visited many times but I can&#39t remember anything &#44 other than they mean us no harm.,11/8/2005,39.6236111,-77.4111111
6/30/1968 01:00,whittier,ca,us,sphere,420,7 minutes?,A sphere of blue/white light/energy descended from the night sky to just outside my window.  It was 8-10&quot; and brissling with an electri,11/21/2010,33.9791667,-118.0319444
6/30/1968 09:00,hueytown,al,us,oval,600,10 min,Almond colored disc four witnesses saw beings in vehicle.,3/13/2012,33.4511111,-86.9966667
6/30/1968 10:00,auburn,ma,us,other,720,12 minutes,UFO sighting outside of window hovering 25 feet away,10/30/2012,42.1944444,-71.8361111
6/30/1968 11:00,ponca city,ok,us,light,300,5 minutes,Fast moving red &#39dot&#39 in the night sky&#44 suddenly made a sharp right angle turn and flew into space.,3/19/2009,36.7069444,-97.0852778
6/30/1968 12:00,gardendale,al,us,disk,6,5-6 seconds,daylight sighting of flying disk in late 1960s in North Central Alabama,7/16/2006,33.6600000,-86.8127778
6/30/1968 12:00,yankton (gavins point dam),sd,us,unknown,1200,20 minutes,Blue sky black&#44 beam of light&#44 South Dakota camp rangers on  blow horns &quot;what you have just seen was a rare phenomenon of the weather.,4/14/2009,42.8711111,-97.3969444
6/30/1968 13:00,christmas valley,or,us,disk,240,3-4 min.,Step-father and his crew saw a silent&#44 silver colored disk following (above) the power lines.,12/16/2005,43.2363889,-120.6358333
6/30/1968 14:00,hillsboro,ks,us,unknown,300,5 minutes to 10 minutes,No saucers no lights Just 6 olive dull green humanoids about 7ft came to Hillsboro Missouri and studied me and left,8/5/2009,38.3519444,-97.2041667
6/30/1968 21:00,stockton,ca,us,disk,600,10 minutes,It simply vanished Right in front of my eyes.,1/24/2012,37.9577778,-121.2897222
6/30/1968 23:59,bong son (viet nam),,,light,600,half hour,Navy fighter jets reported that objects had blown their doors off.,1/10/2009,14.44224,109.003713
7/1/1968 03:30,dallas,tx,us,other,10,10 seconds,Three shooting stars that were obivioulsy communicating with each other,9/15/2005,32.7833333,-96.8
7/1/1968 18:00,tempe,az,us,triangle,120,2 minutes,Late 1960&#39s UFO Sighting Tempe Arizona    Triangle Formation Objects,12/23/2002,33.4147222,-111.9086111
7/1/1968 18:30,plantsville,ct,us,light,120,2 minutes,Large bright blue light in the sky,9/17/2000,41.5836111,-72.8927778
7/1/1968 19:00,new castle,pa,us,disk,120,one hour,Three types of UFOs in the summer of 1968 in Western PA.,9/17/2000,41.0036111,-80.3472222
7/1/1968 20:45,salt lake city,ut,us,circle,120,2 min,Reddish ball shaped objects.,10/31/2003,40.7608333,-111.8902778
7/1/1968 22:00,santa barbara,ca,us,formation,300,5 minutes,Five white lights hovering...Not weather balloons&#33,4/27/2004,34.4208333,-119.6972222
7/1/1968 22:00,cincinnati,oh,us,disk,120,half hour +,Fast moving craft over downtown Cincinnati riverfront,6/23/1999,39.1619444,-84.4569444
7/3/1968 20:30,vega,tx,us,disk,300,5 minutes,Counter-clockwise &quot;flowing&quot; lights in Texas.,1/31/2004,35.2427778,-102.4277778
7/4/1968 21:00,otis air force base,ma,,light,1200,20 minutes,A high-altitude point-source of light was observed by telescope and binoculars for 15-20 min. by Air Force pilot officers from ground l,9/12/1999,41.666417,-70.569278
7/4/1968 21:00,otis air force base,ma,,light,3600,over 1 hour,Date correction of original sighting report (1968 not 1969) of  UFO  over Otis AFB;  F-4s chased off UFO.,11/28/2007,41.666417,-70.569278
7/6/1968 01:00,thomasville (usaf long range radar facility),al,us,,3600,1 hour,Air intercept between UFO and BOMARC missle test firing from Elgin field in Florida. intercept occured over gulf of mexico in 1968 (cla,11/19/1998,31.9133333,-87.7358333
7/7/1968 12:00,houston,tx,us,disk,900,15 minutes,One man disk UFO paralyzing me in Houston Texas on Telephone Rd in the summer of 1968  500 Lights On Object0: Yes,6/12/2007,29.7630556,-95.3630556
7/7/1968 20:00,rumson,nj,us,disk,600,1/2 hour,SIGHTINGS NEAR FORT MONMOUTH NJ.THIS ONE IN RUMSON IN 1968,1/7/2000,40.3719444,-73.9994444
7/7/1968 20:00,augusta,ga,us,triangle,600,10 minutes,We saw a never explained dark large triangular object&#44 hanging still and silently in the night sky over our backyard.,8/7/2007,33.4708333,-81.975
7/9/1968 23:59,nashville,in,us,cigar,480,8 minutes,it was cigar shaped there were other witnesses it was silent and it appeared silver it hovered 8 minutes and disappeared in an instant,2/18/2001,39.2072222,-86.2511111
7/10/1968 20:30,tehran (iran),,,diamond,20,20 second,I was 6 years old when I saw a ufo diamond shape with gray color and purple light hovring in sky moving at first slowly and  suddenly s,5/15/2006,35.696111,51.423056
7/10/1968 23:00,quantico marine base,va,,cigar,7200,2 hours,I was assigned as Duty Controller at CGAS Eliz. City&#44 N.C. when the Duty Radioman called me with a report of UFO.,6/4/2004,38.5138,-77.311252
7/13/1968 22:00,perth amboy,nj,us,circle,120,2 minutes,Hovering circular object over Perth Amboy Drive In,8/5/2012,40.5066667,-74.2658333
7/14/1968 21:00,north little rock,ar,us,circle,15,15 seconds,UFO seen / chased by jets over Little Rock  AR in late 60s.,8/28/2002,34.7694444,-92.2669444
7/15/1968 00:01,norwich,ct,us,diamond,120,2 min,Too close to a 4 foot ET - was in kid&#39s bedroom. TV picture went to snow.,11/19/1998,41.5241667,-72.0763889
7/15/1968 00:50,bena,va,us,changing,180,3mt,was walking inthe back feild when it was clear skie me and my brother sean ashadow look up sean a ship flying across the feild at tree,10/12/2001,37.2708333,-76.4558333
7/15/1968 02:00,phoenix,az,us,light,14400,4 hours?,bright light&#44 missing time,4/3/2011,33.4483333,-112.0733333
7/15/1968 02:00,seattle,wa,us,circle,600,10 min,It did not move or make any noise&#44 the lights were very intense and pure in color&#44 I will never forget it.,4/16/2005,47.6063889,-122.3308333
7/15/1968 02:00,pyramid lake indian reservation,nv,,light,1200,20min.(apprx),extremely manueverable pulsating white light over Pryamid Lk. shoots straight up into the heavens after investigating(?)the lake over 2,1/29/2002,40.375181,-119.75131
7/15/1968 07:00,rosemead,ca,us,cigar,1200,20 min.,Myself and my friend observed a cigar-shaped craft hovering in a field. We observed the phenomnon for twenty minutes the left the field,4/2/1999,34.0805556,-118.0719444
7/15/1968 18:00,homeworth,oh,us,triangle,600,5 - 10 minutes,Triangular shaped craft brushes apple tree in Columbiana County&#44Ohio,6/4/2004,40.8352778,-81.0661111
7/15/1968 19:00,qui nhon (viet nam),,,light,420,7 min,2 high altitude lights making oblique turns&#44 starts and stops&#44 and then shooting into space at incredible speed.,11/20/2001,13.782967,109.219663
7/15/1968 19:00,marion (silver shell beach),ma,us,other,600,10 mins,When I was 8 years old I saw a grayish blue box maybe 150 to 200 feet in the air.There seemed to be a door or square opening with s,5/12/2009,41.7000000,-70.7633333
7/15/1968 22:00,columbus,ms,us,other,900,15   min.,on the night a buddy and me saw said ufo&#44 it was approx. 5 feet above power lines going only about 5 miles per hour.  It had no visible,5/12/2011,33.4955556,-88.4272222
7/15/1968 22:00,monterrey (mexico),,,circle,600,10 minutes,two brilliant circles of severals ligths of colours cross the sky in a summer nigth,8/11/2004,25.686614,-100.316113
7/15/1968 23:00,stillwater,me,us,fireball,180,3 minutes,Large green luminous object appears in field&#44 disappears suddenly into night sky.,5/15/2013,44.9083333,-68.6869444
7/19/1968 23:00,martinez,ga,us,disk,1500,25 mins,Summer of 68 around 11pm.The moons glow so bright and the stars filled the night sky.My family and I lived on a farm. With many liv,7/16/2006,33.5172222,-82.0758333
7/20/1968 01:00,des moines,ia,us,circle,1200,10-20 mins,a strange  but non frigtening evet,8/5/2001,41.6005556,-93.6088889
7/20/1968 14:00,cleveland heights,oh,us,oval,60,1 minute,UFO object seen over Cleveland Heights Ohio during the sixties.,3/23/2004,41.5200000,-81.5563889
7/20/1968 15:00,zell (farm outside of),sd,us,disk,120,minutes,small disk shaped object&#44 weaving in between high voltage lines&#44 20 to 30 feet over my head&#44 broad daylight&#44 dull gray in color and emi,12/16/1999,44.8969444,-98.7280556
7/20/1968 19:00,san jose,ca,us,circle,7200,1-2 hours,Disk&#44 hovered over shoping center. 500 Lights On Object0: Yes,4/27/2007,37.3394444,-121.8938889
7/21/1968 14:00,oakland,ca,us,cigar,300,5 minutes,Large object on a clear day completely vanished after hovering in plain sight,5/11/2005,37.8044444,-122.2697222
7/22/1968 22:00,brainerd,mn,us,circle,600,10 minutes,very bright light on surface of lake which traveled very quickly out of sight,3/31/2008,46.3580556,-94.2005556
7/25/1968 23:00,freeport/rockford,il,,disk,900,10-15 minutes,Late night brilliant round object following our car for several miles.,6/12/2008,42.414507,-89.227576
7/27/1968 20:00,draffenville/benton,ky,,disk,300,5 minutes,red/orange disk shaped light seen at dusk,5/11/2005,36.942093,-88.363078
8/1/1968 12:00,corpus christi,tx,us,other,86400,1 day,Metal implants.,4/4/2014,27.8002778,-97.3961111
8/1/1968 18:00,baytown,tx,us,light,180,3 min,Light that zipped&#44 down&#44 right&#44 and down to the ground,9/15/2005,29.7352778,-94.9772222
8/1/1968 19:00,coxsackie,ny,us,circle,60,1min.,The object hovered and then shot off to the south east making no noise.,5/24/2005,42.3508333,-73.8033333
8/1/1968 19:00,panama city beach,fl,us,light,14400,4 hours,One light appeared over Gulf of Mexico.  Looked about as bright as Venus at dusk. Became brighter.  Then others appeared.,1/28/1999,30.1763889,-85.8055556
8/1/1968 20:00,georgetown,sc,us,other,1200,15-20 minutes,Massive explosion of glowing colors in the sky late in the evening as darkness began to settle in.,5/13/2012,33.3766667,-79.2947222
8/1/1968 22:00,pollack pines,ca,,light,3600,1 hour,Controlled Zigzagging Stars.,5/15/2013,38.761292,-120.586593
8/8/1968 18:00,cherry hill,nj,us,disk,2700.0,45 minutes,Early 1960&#39s   South New Jersey Large circular craft&#44 zig-zag movement&#44 visable more than 20 minutes.,10/31/2003,39.9347222,-75.0311111
8/9/1968 21:00,eugene,or,us,cigar,300.0,3 to 5 min.,A cigar shaped large object&#44 that blended colors from red to white. Stayed about 3 min.,9/2/2005,44.0522222,-123.0855556
8/10/1968 19:00,vineland,nj,us,fireball,20,10 to 20 sec.,Fireball and  missing time,5/15/2006,39.4861111,-75.0261111
8/11/1968 20:20,niantic,ct,us,disk,5,about 5 secs.,Right after sunset I had seen a black disk against a dark blue sky with still a bit of twilight.,7/16/2003,41.3252778,-72.1936111
