Date,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude 
1/18/1943 07:15,fiji islands (s. pacific ocean),,,,10,10 sec.,Crew contingents of 2 USN vessels see reconnaissance plane fly into something invisible to witnesses.,8/11/2004,-18,178.0
4/30/1943 23:00,bering sea,ak,,other,3600,1 hour,1943 sighting of four linearly arranged red lights in Bearing Sea,3/19/2009,59.670367,-139.859082
6/1/1943 15:00,nebraska,ne,,disk,1200,10-20 min,My 94 yr. old grandmother&#44 ((deleted)) described to me an encounter that occured in nebraska in about 1943. She was driv,12/2/2000,41.492537,-99.901813
6/1/1943 19:00,norfolk/sizewell (uk/england),,,cigar,600,10 minutes,observing  mans warfare,8/20/2001,36.850769,-76.285873
6/8/1943 14:00,france (over&#44 somewhere),,,light,300,5 min.,light next to my b-17,11/26/2003,46.227638,2.213749
8/13/1943 22:00,portsmouth (uk/england),,gb,sphere,600.0,10mins,vertical lines of 5-6 crescent moons&#44 some 10+ rows in a night sky over naval base.,4/16/2005,50.7967,-1.083333
8/15/1943 00:00,unknown,la,,unknown,720.0,10-12 minutes,White light at midnight traveling into outer space.,1/30/2014,37.245443,-107.827839
8/15/1943 00:00,unknown,la,,light,900.0,10-15 minutes,1942    Louisiana    midnight     light like airplane   10-15 minutes&#44  then corkscrewing up into the atmosphere,2/14/2008,37.245443,-107.827839
10/15/1943 11:00,owensboro,ky,us,rectangle,1800,30 mins.,Low-flying silver object seen on a clear day near mid-day.,4/18/2012,37.7741667,-87.1133333
