Date,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude 
1/10/1983 20:00,crosby,tx,us,cylinder,300,< 5 min,Several unexplained incidents reported by family and friends in Crosby Texas during the early 80&#39s.,1/17/2004,29.9116667,-95.0619444
1/13/1983 17:00,seattle,wa,us,sphere,600,10 minutes,An orange ball over Seattle left a stream of fluid along its path. Looking through the fluid the stars behind it were greatly magnified,8/30/1999,47.6063889,-122.3308333
1/20/1983 18:30,glidden,ia,us,light,180,3 minuets,Saw star like object fly stright horizontal and vertical  lines with 90 degree angels at all turns.,10/15/2002,42.0569444,-94.7286111
2/11/1983 00:00,las vegas,nv,us,circle,2,seconds,First encounter happened some time in the early 1980&#39s. My boyfriend (at that time)and i were leaving Las Vegas and had entered the des,5/24/2005,36.1750000,-115.1363889
2/15/1983 01:00,west palm beach,fl,us,disk,120,2 minutes,A beam of light that resolved into 40 to 50 flying disks&#44 outside of our atmosphere&#44 with stars seen through their formation.,3/18/2014,26.7052778,-80.0366667
2/15/1983 02:00,s&atilde;o paulo (brazil),,,disk,300,5 minutes,A solid&#44 &quot;Yo-Yo&quot; shaped craft with lights seen in S&atilde;o Paulo&#44 Brazil in 1983. Followed by weather phenomenon.,4/27/2003,-23.55052,-46.633309
2/28/1983 21:30,tilden,tx,us,fireball,300,5 mintues,South Texas non illuminating ball of fire,2/14/2008,28.4616667,-98.5488889
3/1/1983 19:00,sandpoint,id,us,disk,180,3 minutes,Outside in our front yard&#44 we heard a craft overhead.  It sounded like music was coming from it.  There were lights&#44 and it seemed disc,4/28/2001,48.2766667,-116.5522222
3/1/1983 20:00,o&#39fallon,il,us,disk,180,2 or 3 minutes,Disk seen hovering over residential area in O&#39Fallon&#44 IL,10/31/2008,38.5922222,-89.9111111
3/3/1983 13:00,london (uk/england),,gb,cigar,15,15 seconds,A strange object but no cigar,7/5/2005,51.514125,-0.093689
3/10/1983 03:00,phoenixville,pa,us,sphere,900,15 min. ?,20 ft. diameter sphere 50 yrds. away red grid pattern light over entire sphere,6/12/2007,40.1302778,-75.5152778
3/22/1983 13:00,milpitas,ca,us,circle,120,2 min,They were bright round objects huffering over the water,7/4/2011,37.4283333,-121.9055556
3/27/1983 21:57,overbrook,ks,us,other,15,approximately 15 seconds,Slow-moving&#44 low-flying&#44 HEXAGONAL-shaped craft&#44 MASSIVE and SILENT over rural area near Overbrook&#44 Kansas&#44  March 4&#44 2002,10/30/2006,38.7805556,-95.5569444
4/1/1983 21:00,bishop (south of&#44 hwy 395),ca,us,,120,60-120 sec.,An object with 3 lights travelled north&#44 then west&#44 then south&#44 making 3 right angle turns. It then met up with a much larger&#44 wing-sha,8/30/1999,37.3636111,-118.3941667
4/2/1983 23:59,dont know,,,,52623200,2 months,Hi&#44  I&#8217;m writing to you because I wanted to talk to someone professional about my experiences. Never have I heard anyone talk about wha,7/25/2004,41.730561,-78.682099
4/5/1983 20:00,waikiki,hi,us,disk,30,30 seconds,The object was very clear&#44 no haze&#44 no distortions&#44 and silent. It was lighted with multiple colors on its bottom&#44 remeniscent but not,1/28/1999,21.2827778,-157.8294444
4/7/1983 00:00,fruita,co,us,triangle,900,15 minutes,Possible drone?,4/12/2013,39.1588889,-108.7283333
4/7/1983 23:00,honolulu,hi,us,oval,30,30 seconds,Waiakiki April 1983 Sighting at Twin Banyan Towers on Ohua Avenue off Kuhio Avenue moved silently between towers towards the beach.,12/19/2003,21.3069444,-157.8583333
4/15/1983 12:00,katonah,ny,us,sphere,30,30 seconds,Red Sphere seen in middle of day,2/22/2005,41.2588889,-73.6858333
4/15/1983 13:30,new orleans,la,us,oval,3,2-3 seconds,My story is short but True .  This sighting occurred while fishing in the Mississippi river &#44 in the spring of 1983 &#44 probably April.,11/21/2010,29.9544444,-90.075
4/15/1983 21:00,rincon (puerto rico),pr,us,circle,60,1 min,Two bright object&#44 one in pursuit of the other,4/22/2003,18.3422222,-67.2502778
4/15/1983 21:00,brisbane (qld&#44 australia),,au,changing,37800,1 1/2 hours,A brilliant blue-white light performs amazing acrobatics for an hour and a half over the city of Brisbane.,8/16/2002,-27.47101,153.024292
4/15/1983 21:00,matsqui (canada),bc,,cigar,1200,10-20 mins,Matsqui BC&#44 April 1983(best guess)21:00hrs moving east to west along Fraser River and passing Mission,4/27/2004,49.106382,-122.29296
4/20/1983 00:00,st. robert,mo,us,other,1200,20 min,we are not alone some one is hiding something........................... 500 Lights On Object0: Yes,5/12/2009,37.8280556,-92.1775
4/20/1983 09:00,prince william sound,ak,,other,300,5 minutes,Seeing the sparks coming three to five feet above the ocean and all around the boat,3/4/2008,60.690545,-147.097055
4/20/1983 23:59,wyoming (various towns),wy,us,other,86400,14 days,Wheatland-Douglas 1983 CattleMutilations UFO&#39s seen.,9/28/2002,41.4775000,-105.6361111
4/23/1983 08:30,oshkosh,wi,us,triangle,900,15 minutes,Same Triangular Shape Seen Back in 1983.,6/12/2002,44.0247222,-88.5425
4/23/1983 20:30,oshkosh,wi,us,triangle,600,10 minutes,Triangular Object in 1983 exactly like one reported here May 2003 from Kirkland&#44 WA,9/12/2003,44.0247222,-88.5425
4/30/1983 09:00,lehi,ut,us,unknown,15,15 seconds,&quot;Clear &#44 Jellyfish&quot; type object,4/27/2004,40.3916667,-111.85
5/1/1983 17:30,north kansas city,mo,us,other,120,2 minutes,Something Above Us that Day,12/12/2011,39.1300000,-94.5619444
5/1/1983 19:00,washington county (rural),ms,us,diamond,7200,2 hours,Diamond shaped craft sighting followed by missing time  500 Lights On Object0: Yes,3/19/2009,31.5786111,-91.2991667
5/1/1983 21:00,chesterfield,va,us,cylinder,300,2-5 minutes,The date of this sighting is unknown&#44 so I did best guess. This is among many many sightings I&#39ve had as a kid. This is the most memora,5/11/2005,37.3769444,-77.5061111
5/5/1983 19:45,riverside,tx,us,circle,20,15-20 seconds,A red and orange ball of light above the trees.,6/12/2007,30.8527778,-95.4033333
5/10/1983 23:15,bremerton,wa,us,triangle,5,5 seconds,Triangular-shaped object moving in perfect silence in the night sky,5/12/2011,47.5675000,-122.6313889
