Date,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude 
9/15/1934 15:30,valley city (6.5 miles east of),nd,us,disk,5.0,5 seconds,Two brothers observe&#44 hear&#44 three black discs streak overhead&#44 moving from SE to NW; below high overcast. 500 Lights On Object0: Ye,6/12/2008,46.9233333,-98.0027778
