Date,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude 
1/1/1947 17:00,manama (bahrain),,,circle,300,5 minutes,Slow  moving circular craft&#44 15 whitnesses&#44 took 5 mins to pass&#44 could be touched.,3/19/2009,26.216667,50.583333
1/10/1947 20:00,conroe,tx,us,other,4,3 to4 sec.,The date was early 1947 before Arnold&#39s &quot;flying saucers&quot;.  I was ten years old&#44 ridding in the front seat of our car next to the passan,4/16/2005,30.3116667,-95.4558333
1/15/1947 10:00,yokahama (japan),,,disk,1800,30 minutes,The Flying Object over Yocohama Japan after WWII in 1947,2/14/2006,35.443708,139.638026
2/20/1947 22:15,syracuse,ny,us,disk,360,one hour +,1947-Chance observation of night sky reveals many UFO&#39s traversing upper atmosphere....,8/16/2002,43.0480556,-76.1477778
4/15/1947 14:00,miami (north of),fl,us,other,420,5-7 min,A GLOWING METALLIC OBJECT OF HUGE SIZE OVER THE ATLANTIC HEADING NORTH&#44 BEFORE ROSWELL.,1/10/2009,25.7738889,-80.1938889
4/15/1947 23:00,san deigo,ca,,triangle,10,10 &#44seconds,The craft was V shaped with an arodinamic  body the thrust was in the form of the spectrum.,7/25/2004,32.715738,-117.161084
6/1/1947 02:30,cleveland,oh,us,light,300,about three hours,It was about 2:15 in the morning when my wife woke me from a deep sleep and began to complain of stomach problems. As I was getting out,4/28/2001,41.4994444,-81.6955556
6/1/1947 17:00,espanola (outside of),nm,us,circle,300,5 minutes,Saucer shaped object  about  ten feet in diam.,8/30/2013,35.9911111,-106.08
6/1/1947 18:00,oroville,ca,us,,60,1 minute,I was only six&#44 but I was playing jacks in front of my home&#44 I looked up at the ball&#44 and there they were..no noise..I know now&#44 they w,12/2/2000,39.5138889,-121.5552778
6/1/1947 23:59,minden,la,us,unknown,10,10 seconds,High altitude sighting in 1947,2/18/2001,32.6152778,-93.2866667
6/13/1947 20:18,oakmont,pa,us,unknown,600,approx.10 min.,a very brillant blue-white object coming towards us lowering above us and hovering over us a few minutes before shooting straight up,3/2/2004,40.5216667,-79.8425
